haversine,delay
0.14188346294394472,319
0.14188346294394472,164
0.1408937579457121,177
0.1408937579457121,493
0.14490501357701494,428
0.14490501357701494,363
0.11888961791693563,336
0.11888961791693563,315
0.12024179952452763,340
0.12024179952452763,292
0.12086388262540397,214
0.12086388262540397,268
0.11262833092125349,456
0.11204023697973534,156
0.11642847260719916,150
0.11642847260719916,325
0.11642847260719916,264
0.11642847260719916,197
0.11642847260719916,163
0.12191866425258924,326
0.12191866425258924,254
0.12191866425258924,186
0.12191866425258924,274
0.12191866425258924,299
0.12702762778951576,197
0.12702762778951576,302
0.12702762778951576,157
0.12702762778951576,164
0.1297646544317529,139
0.13436637021483536,291
0.13653258260437495,246
0.13653258260437495,176
0.13804757841551846,192
0.1394434677636363,158
0.1453626974356539,198
0.14682284715635666,156
0.14907991980469396,136
0.14864537568853362,276
0.14803543085991872,172
0.1470215464103418,171
0.1470215464103418,294
0.1470215464103418,211
0.1470215464103418,160
0.14681561881968982,319
0.1469954019951571,127
0.1469954019951571,220
0.1469954019951571,147
0.14709145008345856,137
0.14711789883848223,143
0.1476909085683985,192
0.1476909085683985,137
0.1476909085683985,1530
0.1476909085683985,644
0.1477154422551159,1330
0.1477154422551159,338
0.1477154422551159,153
0.1477154422551159,312
0.1477154422551159,173
0.14777872368225764,251
0.147682500084499,303
0.147682500084499,166
0.147682500084499,136
0.147682500084499,214
0.1467314898876855,133
0.14614397331941675,199
0.14614397331941675,174
0.14614397331941675,187
0.14614397331941675,245
0.1470326916113107,740
0.1470326916113107,164
0.1470326916113107,314
0.1470326916113107,203
0.1470326916113107,257
0.14707046887804268,157
0.14748755488352575,360
0.14748755488352575,183
0.14748755488352575,180
0.14748755488352575,125
0.14749887959945235,372
0.14754373697775677,186
0.14754373697775677,623
0.14754373697775677,511
0.14754373697775677,326
0.1475462941941445,244
0.1475519780944552,247
0.1475519780944552,186
0.1475519780944552,175
0.1475519780944552,225
0.1475519780944552,391
0.1475758456672206,347
0.1475758456672206,277
0.1475758456672206,182
0.1475758456672206,220
0.1475758456672206,308
0.14755880354768836,231
0.14755880354768836,670
0.14755880354768836,516
0.14755880354768836,360
0.14755880354768836,231
0.1474082341939995,356
0.1474082341939995,319
0.1474082341939995,245
0.1474082341939995,139
0.1474082341939995,335
0.14731563165919773,271
0.14731563165919773,173
0.14731563165919773,148
0.14731563165919773,325
0.14731563165919773,314
0.1474334940523797,219
0.1474334940523797,583
0.1474334940523797,317
0.1474334940523797,182
0.1475892128108278,400
0.1475892128108278,183
0.1475892128108278,164
0.1475892128108278,225
0.1475892128108278,207
0.14856705791693986,262
0.14856705791693986,209
0.14856705791693986,175
0.14856705791693986,283
0.14856705791693986,132
0.15898893272356654,202
0.15898893272356654,243
0.15898893272356654,237
0.15898893272356654,180
0.15898893272356654,286
0.16017180767416067,171
0.1607521045445565,187
0.1607521045445565,140
0.1607521045445565,140
0.1607521045445565,214
0.16434516678050154,384
0.16822183480192293,318
0.16822183480192293,262
0.16822183480192293,234
0.16822183480192293,374
0.1898019922717881,240
0.1898019922717881,484
0.1898019922717881,238
0.1898019922717881,541
0.1898019922717881,974
0.20701904934854543,433
0.20752306677318297,1061
0.20752306677318297,2783
0.22914210992463746,5305
0.22914210992463746,6026
0.23966498937861752,3209
0.23966498937861752,215
0.23966498937861752,1222
0.24579301448818774,1241
0.3764295511006145,10869
0.3764295511006145,13934
0.3764295511006145,4002
0.3764295511006145,996
0.3764295511006145,1998
0.3764295511006145,8023
0.3764295511006145,153
0.3764295511006145,7250
0.3764295511006145,3273
0.3764295511006145,11016
0.3764295511006145,223
0.3764295511006145,7335
0.3764295511006145,7298
0.3764295511006145,258
0.3626775842379906,187
0.3626775842379906,538
0.3626775842379906,256
0.3626775842379906,175
0.3626775842379906,361
0.3642557006345778,375
0.3642557006345778,397
0.3642557006345778,212
0.3642557006345778,323
0.3642557006345778,192
0.3714217100107026,195
0.3714217100107026,205
0.3714217100107026,148
0.3714217100107026,171
0.3714217100107026,267
0.37937796037096977,226
0.37937796037096977,153
0.37937796037096977,258
0.37937796037096977,152
